Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
DiRT Rally,XboxOne,2016.0,Racing,Codemasters,0.12,0.08,0.0,0.02,0.21
Goat Simulator,XboxOne,2016.0,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01
Song of the Deep,XboxOne,2016.0,Action,Insomniac Games,0.12,0.0,0.0,0.01,0.13
Agatha Christie: The ABC Murders,XboxOne,2016.0,Adventure,Microids,0.0,0.0,0.0,0.0,0.0
Steep,XboxOne,2016.0,Sports,Ubisoft,0.24,0.2,0.0,0.04,0.48
Don Bradman Cricket 17,XboxOne,2016.0,Sports,Tru Blu Entertainment,0.0,0.0,0.0,0.0,0.0
ZombiU,XboxOne,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
FIFA 17,XboxOne,2016.0,Sports,Electronic Arts,1.04,2.4,0.0,0.27,3.71
This War of Mine,XboxOne,2016.0,Action,11 bit studios,0.0,0.01,0.0,0.0,0.01
Farming 2017 - The Simulation,XboxOne,2016.0,Simulation,UIG Entertainment,0.0,0.0,0.0,0.0,0.0
Naruto Shippuden: Ultimate Ninja Storm 4,XboxOne,2016.0,Fighting,Namco Bandai Games,0.25,0.07,0.0,0.03,0.35
Just Dance 2017,XboxOne,2016.0,Music,Ubisoft,0.25,0.05,0.0,0.03,0.34
Destiny: The Collection,XboxOne,2016.0,Shooter,Activision,0.25,0.12,0.0,0.04,0.41
Farming Simulator 17,XboxOne,2016.0,Simulation,Focus Home Interactive,0.19,0.11,0.0,0.03,0.33
Battlefield 1,XboxOne,2016.0,Shooter,Electronic Arts,3.37,1.26,0.02,0.48,5.13
Madden NFL 17,XboxOne,2016.0,Sports,EA Sports,2.14,0.04,0.0,0.26,2.44
Ziggurat,XboxOne,2016.0,Shooter,Soedesco,0.0,0.01,0.0,0.0,0.01
Battleborn,XboxOne,2016.0,Shooter,2K Games,0.2,0.05,0.0,0.03,0.28
Assassin's Creed The Ezio Collection,XboxOne,2016.0,Action,Ubisoft,0.13,0.12,0.0,0.02,0.27
Call of Duty: Infinite Warfare,XboxOne,2016.0,Shooter,Activision,2.91,1.44,0.0,0.44,4.79
Battle Worlds: Kronos,XboxOne,2016.0,Strategy,Nordic Games,0.01,0.0,0.0,0.0,0.01
Skylanders Imaginators,XboxOne,2016.0,Platform,Activision,0.19,0.05,0.0,0.03,0.27
Forza Horizon 3,XboxOne,2016.0,Racing,Microsoft Studios,1.64,1.96,0.02,0.32,3.93
ReCore,XboxOne,2016.0,Action-Adventure,Microsoft Studios,0.16,0.06,0.01,0.02,0.26
Ancients of Ooga - The Forgotten Chapters,XboxOne,2016.0,Platform,Koch Media,0.0,0.0,0.0,0.0,0.0
The Technomancer,XboxOne,2016.0,Role-Playing,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05
NHL 17,XboxOne,2016.0,Sports,EA Sports,0.52,0.01,0.0,0.06,0.6
Prison Architect,XboxOne,2016.0,Simulation,Introversion Software,0.02,0.0,0.0,0.0,0.02
Tropico 5,XboxOne,2016.0,Simulation,Kalypso Media,0.02,0.0,0.0,0.0,0.02
Raiden V,XboxOne,2016.0,Action,Moss,0.0,0.0,0.0,0.0,0.0
The Dwarves,XboxOne,2016.0,Role-Playing,THQ Nordic,0.02,0.0,0.0,0.0,0.02
Pac-Man Championship Edition 2 + Arcade Game Series,XboxOne,2016.0,Action,Namco Bandai Games,0.15,0.0,0.0,0.02,0.16
NBA 2K17,XboxOne,2016.0,Sports,2K Sports,1.7,0.12,0.0,0.21,2.04
Lego Star Wars: The Force Awakens,XboxOne,2016.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.24,0.22,0.0,0.04,0.5
Tom Clancy's The Division,XboxOne,2016.0,Shooter,Ubisoft,1.54,0.82,0.0,0.24,2.59
The Elder Scrolls V: Skyrim,XboxOne,2016.0,Role-Playing,Bethesda Softworks,1.13,0.53,0.0,0.17,1.83
WWE 2K17,XboxOne,2016.0,Sports,2K Games,0.26,0.26,0.0,0.05,0.57
Assetto Corsa,XboxOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.02
XCOM 2,XboxOne,2016.0,Strategy,2K Games,0.15,0.02,0.0,0.02,0.19
Attack on Titan (KOEI),XboxOne,2016.0,Action,Tecmo Koei,0.06,0.07,0.0,0.01,0.15
LEGO Marvel's Avengers,XboxOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,0.18,0.0,0.04,0.48
Rocksmith 2014 Edition Remastered,XboxOne,2016.0,Music,Ubisoft,0.12,0.0,0.0,0.01,0.13
Mirror's Edge 2,XboxOne,2016.0,Platform,Electronic Arts,0.11,0.06,0.0,0.02,0.19
One Piece: Burning Blood,XboxOne,2016.0,Fighting,Namco Bandai Games,0.11,0.07,0.0,0.02,0.19
NBA 2K16,XboxOne,2015.0,Sports,2K Sports,2.01,0.15,0.0,0.25,2.41
Rise of the Tomb Raider,XboxOne,2015.0,Adventure,Square Enix,0.61,0.82,0.03,0.12,1.58
ScreamRide,XboxOne,2015.0,Simulation,Microsoft Studios,0.0,0.01,0.0,0.0,0.01
WRC 5: FIA World Rally Championship,XboxOne,2015.0,Racing,Bigben Interactive,0.0,0.01,0.0,0.0,0.02
Shovel Knight,XboxOne,2015.0,Platform,Yacht Club Games,0.0,0.0,0.0,0.0,0.0
Madden NFL 16,XboxOne,2015.0,Sports,EA Sports,2.13,0.08,0.0,0.26,2.47
Handball 16,XboxOne,2015.0,Sports,Bigben Interactive,0.0,0.0,0.0,0.0,0.0
Slender: The Arrival,XboxOne,2015.0,Adventure,Unknown,0.0,0.0,0.0,0.0,0.0
Tom Clancy's Rainbow Six: Siege,XboxOne,2015.0,Shooter,Ubisoft,1.62,0.84,0.0,0.25,2.71
The Crew: Wild Run,XboxOne,2015.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02
Blood Bowl 2,XboxOne,2015.0,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
The Peanuts Movie: Snoopy's Grand Adventure,XboxOne,2015.0,Platform,Activision,0.0,0.0,0.0,0.0,0.0
Rugby World Cup 2015,XboxOne,2015.0,Sports,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02
Batman: Arkham Knight,XboxOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.97,0.46,0.0,0.14,1.58
Devil May Cry 4,XboxOne,2015.0,Action,Capcom,0.0,0.0,0.0,0.0,0.0
The Witcher 3: Wild Hunt,XboxOne,2015.0,Role-Playing,Namco Bandai Games,0.97,0.61,0.01,0.15,1.74
Carmageddon: Reincarnation,XboxOne,2015.0,Misc,Stainless Games,0.0,0.0,0.0,0.0,0.0
The Elder Scrolls Online,XboxOne,2015.0,MMO,Bethesda Softworks,0.86,0.39,0.0,0.13,1.38
FIFA 16,XboxOne,2015.0,Sports,EA Sports,0.92,2.1,0.0,0.24,3.25
Don Bradman Cricket 14,XboxOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
Assassin's Creed Syndicate,XboxOne,2015.0,Action,Ubisoft,0.71,0.61,0.0,0.12,1.44
Rugby League Live 3,XboxOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
MotoGP 15,XboxOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
Forza Motorsport 6,XboxOne,2015.0,Racing,Microsoft Studios,0.9,0.92,0.04,0.16,2.02
Game of Thrones (Telltale),XboxOne,2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.0,0.04
Battlefield: Hardline,XboxOne,2015.0,Shooter,Electronic Arts,0.73,0.39,0.01,0.11,1.24
Saints Row: Gat out of Hell,XboxOne,2015.0,Action,Deep Silver,0.0,0.02,0.0,0.0,0.02
Destiny: The Taken King,XboxOne,2015.0,Shooter,Activision,0.91,0.23,0.0,0.12,1.27
Back to the Future: The Game,XboxOne,2015.0,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02
Human Element,XboxOne,2015.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0
Bladestorm: The Hundred Years' War,XboxOne,2015.0,Action,BioWare,0.0,0.0,0.0,0.0,0.0
Dying Light,XboxOne,2015.0,Action,Warner Bros. Interactive Entertainment,1.01,0.31,0.01,0.14,1.47
Mortal Kombat X,XboxOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.34,0.23,0.0,0.18,1.74
Broken Sword 5: The Serpent's Curse,XboxOne,2015.0,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02
BlazBlue: Chrono Phantasma Extend,XboxOne,2015.0,Fighting,PQube,0.06,0.01,0.0,0.01,0.08
NBA Live 16,XboxOne,2015.0,Sports,EA Sports,0.11,0.01,0.0,0.01,0.13
King of Wushu,XboxOne,2015.0,Action,Snail Game,0.0,0.0,0.0,0.0,0.0
Dishonored,XboxOne,2015.0,Action,Bethesda Softworks,0.13,0.05,0.0,0.02,0.19
Mad Max (2013),XboxOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.29,0.16,0.0,0.05,0.5
R.B.I. Baseball 15,XboxOne,2015.0,Sports,MLB.com,0.0,0.0,0.0,0.0,0.0
NHL 16,XboxOne,2015.0,Sports,EA Sports,0.41,0.05,0.0,0.05,0.51
Assassin's Creed: Victory,XboxOne,2015.0,Action,Ubisoft,0.0,0.0,0.0,0.0,0.0
Pathologic,XboxOne,2015.0,Adventure,Ice-pick Lodge,0.0,0.0,0.0,0.0,0.0
Assassin's Creed Chronicles: China,XboxOne,2015.0,Action-Adventure,Ubisoft,0.0,0.0,0.0,0.0,0.0
MercuryÊ,XboxOne,2015.0,Action,Unknown,0.0,0.0,0.0,0.0,0.0
Wolfenstein: The Old Blood,XboxOne,2015.0,Shooter,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15
Woodcutter Simulator 2016,XboxOne,2015.0,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
Shooting Love Trilogy,XboxOne,2015.0,Shooter,Triangle Service,0.0,0.0,0.0,0.0,0.0
Afro Samurai 2,XboxOne,2015.0,Action,Versus Evil,0.0,0.0,0.0,0.0,0.0
Transformers: Devastation,XboxOne,2015.0,Action,Activision,0.1,0.04,0.0,0.01,0.15
DmC: Devil May Cry,XboxOne,2015.0,Action,Capcom,0.09,0.04,0.0,0.01,0.15
Tony Hawk's Pro Skater 5,XboxOne,2015.0,Sports,Activision,0.11,0.02,0.0,0.01,0.14
Resident Evil: Revelations 2,XboxOne,2015.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14
Hasbro Family Fun Pack,XboxOne,2015.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
Just Cause 3,XboxOne,2015.0,Action-Adventure,Square Enix,0.52,0.41,0.0,0.09,1.01
The Escapists: The Walking Dead,XboxOne,2015.0,Action,Team17 Software,0.0,0.0,0.0,0.0,0.0
Professional Farmer 2016,XboxOne,2015.0,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
WWE 2K16,XboxOne,2015.0,Sports,Take-Two Interactive,0.34,0.24,0.0,0.06,0.63
Halo 5: Guardians,XboxOne,2015.0,Shooter,Microsoft Studios,2.94,1.49,0.03,0.45,4.92
Just Dance 2016,XboxOne,2015.0,Music,Ubisoft,0.3,0.04,0.0,0.04,0.38
Dragon Ball: XenoVerse,XboxOne,2015.0,Fighting,Namco Bandai Games,0.21,0.11,0.0,0.03,0.35
Skylanders: SuperChargers,XboxOne,2015.0,Action-Adventure,Activision,0.31,0.05,0.0,0.04,0.4
Project CARS,XboxOne,2015.0,Racing,Bandai Namco Games,0.21,0.16,0.0,0.04,0.41
Final Fantasy Type-0,XboxOne,2015.0,Role-Playing,Square Enix,0.2,0.07,0.0,0.03,0.3
Fallout 4,XboxOne,2015.0,Role-Playing,Bethesda Softworks,2.94,1.62,0.02,0.45,5.03
Dark Souls II,XboxOne,2015.0,Role-Playing,Namco Bandai Games,0.19,0.07,0.0,0.03,0.28
Rory McIlroy PGA Tour,XboxOne,2015.0,Sports,Electronic Arts,0.16,0.09,0.0,0.02,0.28
Star Wars Battlefront (2015),XboxOne,2015.0,Shooter,Electronic Arts,2.49,1.26,0.02,0.38,4.15
State of Decay,XboxOne,2015.0,Action-Adventure,Microsoft Studios,0.14,0.05,0.0,0.02,0.21
F1 2015,XboxOne,2015.0,Racing,Codemasters,0.09,0.15,0.0,0.02,0.25
Disney Infinity 3.0,XboxOne,2015.0,Action,Disney Interactive Studios,0.3,0.12,0.0,0.04,0.46
Saints Row IV,XboxOne,2015.0,Action,Deep Silver,0.13,0.09,0.0,0.02,0.24
Farming Simulator 2015,XboxOne,2015.0,Simulation,Koch Media,0.13,0.09,0.0,0.02,0.24
Payday 2,XboxOne,2015.0,Shooter,505 Games,0.14,0.07,0.0,0.02,0.23
Deadpool,XboxOne,2015.0,Action,Activision,0.17,0.03,0.0,0.02,0.22
Gears of War: Ultimate Edition,XboxOne,2015.0,Shooter,Microsoft Studios,2.88,0.37,0.0,0.37,3.62
Professional Lumberjack 2016,XboxOne,2015.0,Simulation,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
EA Sports PGA Tour,XboxOne,2015.0,Sports,EA Sports,0.0,0.0,0.0,0.0,0.0
Kung Fu Panda: Showdown of Legendary Legends,XboxOne,2015.0,Action,Little Orbit,0.0,0.0,0.0,0.0,0.0
Just Dance: Disney Party 2,XboxOne,2015.0,Music,Ubisoft,0.06,0.01,0.0,0.01,0.08
Need for Speed (2015),XboxOne,2015.0,Racing,Electronic Arts,0.35,0.33,0.0,0.06,0.74
MX vs. ATV Supercross Encore,XboxOne,2015.0,Sports,Nordic Games,0.05,0.0,0.0,0.01,0.06
Rugby 15,XboxOne,2015.0,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09
LEGO Dimensions,XboxOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.07,0.72
Bladestorm: Nightmare,XboxOne,2015.0,Action,Tecmo Koei,0.06,0.02,0.0,0.01,0.08
LEGO Jurassic World,XboxOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.44,0.27,0.0,0.07,0.78
Wasteland 2,XboxOne,2015.0,Role-Playing,Deep Silver,0.05,0.01,0.0,0.01,0.06
Rock Band 4,XboxOne,2015.0,Music,Harmonix Music Systems,0.62,0.05,0.0,0.08,0.75
Minecraft: Story Mode,XboxOne,2015.0,Adventure,Mojang,0.46,0.24,0.0,0.07,0.77
Darksiders II,XboxOne,2015.0,Action-Adventure,Nordic Games,0.05,0.03,0.0,0.01,0.08
Cult County,XboxOne,2015.0,Misc,Renegade Kid,0.0,0.0,0.0,0.0,0.0
Toy Soldiers: War Chest,XboxOne,2015.0,Action,Ubisoft,0.07,0.0,0.0,0.01,0.08
Rare Replay,XboxOne,2015.0,Misc,Microsoft Studios,0.42,0.27,0.01,0.07,0.78
Adventure Time: Finn & Jake Investigations,XboxOne,2015.0,Action,Little Orbit,0.04,0.02,0.0,0.01,0.06
The Golf Club,XboxOne,2015.0,Sports,Ravenscourt,0.07,0.0,0.0,0.01,0.07
Guitar Hero Live,XboxOne,2015.0,Music,Activision,0.52,0.23,0.0,0.08,0.83
Space Hulk: Deathwing,XboxOne,2015.0,Shooter,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
Metal Gear Solid V: The Phantom Pain,XboxOne,2015.0,Action,Konami Digital Entertainment,0.49,0.25,0.02,0.07,0.83
Zombie Army Trilogy,XboxOne,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.12
Evolve,XboxOne,2015.0,Shooter,2K Games,0.4,0.2,0.0,0.06,0.67
Call of Duty: Black Ops 3,XboxOne,2015.0,Shooter,Activision,4.63,2.04,0.02,0.68,7.37
Pro Evolution Soccer 2016,XboxOne,2015.0,Sports,Konami Digital Entertainment,0.05,0.06,0.0,0.01,0.12
Get Even,XboxOne,2015.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0
Borderlands: The Handsome Collection,XboxOne,2015.0,Shooter,2K Games,0.49,0.13,0.0,0.07,0.68
The Book of Unwritten Tales 2,XboxOne,2015.0,Adventure,Nordic Games,0.0,0.0,0.0,0.0,0.0
Brothers: A Tale of Two Sons,XboxOne,2015.0,Adventure,505 Games,0.04,0.01,0.0,0.01,0.05
Ride,XboxOne,2015.0,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.01,0.11
Divinity: Original Sin,XboxOne,2015.0,Role-Playing,Focus Home Interactive,0.06,0.03,0.0,0.01,0.1
Dead or Alive 5,XboxOne,2015.0,Fighting,Tecmo Koei,0.05,0.03,0.01,0.01,0.1
WonderFlick,XboxOne,2014.0,Misc,Level 5,0.0,0.0,0.0,0.0,0.0
MineCraft,XboxOne,2014.0,Misc,Microsoft Studios,3.23,1.71,0.0,0.49,5.43
Call of Duty: Advanced Warfare,XboxOne,2014.0,Shooter,Activision,3.25,1.49,0.01,0.48,5.22
Tales from the Borderlands,XboxOne,2014.0,Adventure,Telltale Games,0.0,0.0,0.0,0.0,0.0
Monochroma,XboxOne,2014.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0
Destiny,XboxOne,2014.0,Shooter,Activision,2.17,0.92,0.0,0.32,3.41
Puyo Puyo Tetris,XboxOne,2014.0,Puzzle,Sega,0.0,0.0,0.0,0.0,0.0
The Amazing Spider-Man 2,XboxOne,2014.0,Misc,Activision,0.0,0.0,0.0,0.0,0.0
Scalebound,XboxOne,2014.0,Action,PlatinumGames,0.0,0.0,0.0,0.0,0.0
Assassin's Creed: Unity,XboxOne,2014.0,Action,Ubisoft,2.34,0.9,0.0,0.34,3.58
Titanfall,XboxOne,2014.0,Shooter,Electronic Arts,1.88,0.91,0.04,0.28,3.11
R.B.I. Baseball 14,XboxOne,2014.0,Misc,MLB.com,0.0,0.0,0.0,0.0,0.0
Blue EstateÊ,XboxOne,2014.0,Misc,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
Mystereet F: The Detectives' Curtain Call,XboxOne,2014.0,Misc,5pb,0.0,0.0,0.0,0.0,0.0
The Legend of Korra (2014),XboxOne,2014.0,Action,Activision,0.0,0.0,0.0,0.0,0.0
Chaos;Child,XboxOne,2014.0,Visual Novel,5pb,0.0,0.0,0.0,0.0,0.0
Gran Turismo 5 Prologue Spec III,XboxOne,2014.0,Misc,Wizards of the Coast,0.0,0.0,0.0,0.0,0.0
Tetris UltimateÊ,XboxOne,2014.0,Puzzle,Ubisoft,0.0,0.0,0.0,0.0,0.0
Halo: The Master Chief Collection,XboxOne,2014.0,Shooter,Microsoft Studios,2.06,1.04,0.03,0.31,3.44
Lara Croft and the Temple of Osiris,XboxOne,2014.0,Action,Square Enix,0.0,0.0,0.0,0.0,0.0
Raven's Cry,XboxOne,2014.0,Role-Playing,TopWare Interactive,0.0,0.0,0.0,0.0,0.0
Dragon Age III: Inquisition,XboxOne,2014.0,Role-Playing,Electronic Arts,0.63,0.27,0.0,0.09,0.99
Strider (2014),XboxOne,2014.0,Platform,Capcom,0.0,0.0,0.0,0.0,0.0
Fantasia: Music Evolved,XboxOne,2014.0,Music,Disney Interactive Studios,0.14,0.03,0.0,0.02,0.19
Rabbids Invasion: The Interactive TV Show,XboxOne,2014.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
The LEGO Movie Videogame,XboxOne,2014.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.42,0.17,0.0,0.06,0.65
Kinect Sports Rivals,XboxOne,2014.0,Sports,Microsoft Studios,0.3,0.25,0.02,0.05,0.62
WWE 2K15,XboxOne,2014.0,Sports,2K Sports,0.32,0.23,0.0,0.05,0.61
The Walking Dead: Season Two,XboxOne,2014.0,Misc,Telltale Games,0.08,0.05,0.0,0.01,0.14
Disney Infinity 2.0: Marvel Super Heroes,XboxOne,2014.0,Action-Adventure,Disney Interactive Studios,0.35,0.15,0.0,0.05,0.55
Just Dance 2015,XboxOne,2014.0,Music,Ubisoft,0.36,0.13,0.0,0.05,0.54
Transformer: Rise of the Dark Spark,XboxOne,2014.0,Shooter,Activision,0.1,0.03,0.0,0.01,0.15
Pro Evolution Soccer 2015,XboxOne,2014.0,Sports,Konami Digital Entertainment,0.04,0.1,0.0,0.01,0.15
The Walking Dead: Season One,XboxOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16
Alien: Isolation,XboxOne,2014.0,Adventure,Sega,0.23,0.25,0.0,0.04,0.52
Murdered: Soul Suspect,XboxOne,2014.0,Action-Adventure,Square Enix,0.08,0.07,0.0,0.01,0.17
Project Spark (Working Title),XboxOne,2014.0,Misc,Microsoft Studios,0.11,0.05,0.0,0.02,0.17
Shape Up,XboxOne,2014.0,Sports,Ubisoft,0.08,0.09,0.0,0.01,0.18
Sleeping Dogs,XboxOne,2014.0,Action-Adventure,Square Enix,0.1,0.09,0.0,0.02,0.2
The Evil Within,XboxOne,2014.0,Misc,Bethesda Softworks,0.36,0.27,0.0,0.06,0.69
Thief 4,XboxOne,2014.0,Action,Square Enix,0.26,0.17,0.0,0.04,0.48
EA Sports UFC,XboxOne,2014.0,Fighting,Electronic Arts,0.3,0.13,0.0,0.04,0.48
Lords of the Fallen,XboxOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22
The Amazing Spider-Man 2 (2014),XboxOne,2014.0,Action-Adventure,Activision,0.12,0.08,0.0,0.02,0.22
NBA Live 15,XboxOne,2014.0,Sports,Electronic Arts,0.18,0.02,0.0,0.02,0.22
Trials Fusion,XboxOne,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.25
Skylanders: Trap Team,XboxOne,2014.0,Platform,Activision,0.34,0.07,0.0,0.04,0.45
Lego Batman 3: Beyond Gotham,XboxOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.17,0.0,0.04,0.44
Metal Gear Solid: Ground Zeroes,XboxOne,2014.0,Action-Adventure,Konami Digital Entertainment,0.13,0.13,0.0,0.02,0.27
LEGO The Hobbit,XboxOne,2014.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.13,0.13,0.0,0.02,0.27
Rocksmith 2014,XboxOne,2014.0,Music,Ubisoft,0.31,0.08,0.0,0.04,0.43
Sniper Elite 3,XboxOne,2014.0,Shooter,505 Games,0.27,0.12,0.0,0.04,0.43
NHL 15,XboxOne,2014.0,Sports,EA Sports,0.32,0.06,0.0,0.04,0.42
METRO 2033,XboxOne,2014.0,Shooter,Deep Silver,0.15,0.14,0.0,0.03,0.31
Killer Instinct (2013),XboxOne,2014.0,Fighting,Microsoft Studios,0.07,0.03,0.0,0.01,0.11
Tomb Raider (2013),XboxOne,2014.0,Action-Adventure,Square Enix,0.38,0.22,0.0,0.06,0.66
Grand Theft Auto V,XboxOne,2014.0,Action,Rockstar Games,4.7,3.25,0.01,0.76,8.72
Forza Horizon 2,XboxOne,2014.0,Racing,Microsoft Studios,0.56,0.79,0.01,0.11,1.46
Plants vs Zombies: Garden Warfare,XboxOne,2014.0,Shooter,Electronic Arts,0.39,0.25,0.0,0.06,0.71
Warriors Orochi 3,XboxOne,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04
Shadow Warrior (2013),XboxOne,2014.0,Shooter,Devolver Digital,0.0,0.04,0.0,0.0,0.04
NBA 2K15,XboxOne,2014.0,Sports,2K Sports,1.39,0.18,0.0,0.18,1.74
Psycho-Pass,XboxOne,2014.0,Visual Novel,5pb,0.0,0.0,0.02,0.0,0.02
Terraria,XboxOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
Far Cry 4,XboxOne,2014.0,Shooter,Ubisoft,0.85,0.68,0.02,0.14,1.68
Sunset Overdrive,XboxOne,2014.0,Action,Microsoft Studios,0.64,0.42,0.0,0.1,1.16
FIFA 15,XboxOne,2014.0,Sports,EA Sports,0.64,1.39,0.0,0.16,2.19
Watch Dogs,XboxOne,2014.0,Action-Adventure,Ubisoft,0.91,0.59,0.0,0.15,1.64
Diablo III,XboxOne,2014.0,Role-Playing,Blizzard Entertainment,0.62,0.32,0.0,0.09,1.04
Rayman Legends,XboxOne,2014.0,Platform,Ubisoft,0.13,0.22,0.0,0.03,0.38
Madden NFL 15,XboxOne,2014.0,Sports,EA Sports,1.34,0.1,0.0,0.17,1.6
Dynasty Warriors 8: Empires,XboxOne,2014.0,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07
Wolfenstein: The New Order,XboxOne,2014.0,Shooter,Bethesda Softworks,0.39,0.3,0.0,0.06,0.75
Sherlock Holmes: Crimes & Punishments,XboxOne,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08
The Crew,XboxOne,2014.0,Racing,Ubisoft,0.32,0.34,0.0,0.06,0.71
The Wolf Among Us,XboxOne,2014.0,Adventure,Telltale Games,0.06,0.02,0.0,0.01,0.09
Middle-Earth: Shadow of Mordor,XboxOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.77,0.52,0.01,0.12,1.42
Dead Rising 3,XboxOne,2013.0,Action,Microsoft Studios,1.06,0.4,0.01,0.15,1.63
Battlefield 4,XboxOne,2013.0,Shooter,Electronic Arts,1.26,0.65,0.0,0.19,2.09
NBA Live 14,XboxOne,2013.0,Sports,EA Sports,0.19,0.02,0.0,0.02,0.24
Assassin's Creed IV: Black Flag,XboxOne,2013.0,Action,Ubisoft,1.51,0.59,0.0,0.22,2.32
Forza Motorsport 5,XboxOne,2013.0,Racing,Microsoft Studios,1.28,0.9,0.01,0.21,2.4
Skylanders SWAP Force,XboxOne,2013.0,Misc,Activision,0.25,0.07,0.0,0.03,0.35
Zumba Fitness: World Party,XboxOne,2013.0,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24
Need for Speed Rivals,XboxOne,2013.0,Racing,Electronic Arts,0.45,0.19,0.0,0.07,0.7
Lightning Returns: Final Fantasy XIII,XboxOne,2013.0,Misc,Square Enix,0.0,0.0,0.0,0.0,0.0
Ryse,XboxOne,2013.0,Action,Microsoft Studios,0.84,0.49,0.0,0.13,1.47
Call of Duty: Ghosts,XboxOne,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
Just Dance 2014,XboxOne,2013.0,Music,Ubisoft,0.31,0.12,0.0,0.04,0.48
FIFA Soccer 14,XboxOne,2013.0,Sports,EA Sports,0.44,0.78,0.0,0.1,1.31
Fighter Within,XboxOne,2013.0,Fighting,Ubisoft,0.08,0.07,0.0,0.01,0.17
Angry Birds: Star Wars,XboxOne,2013.0,Puzzle,Activision,0.11,0.04,0.0,0.02,0.16
Lego Marvel Super Heroes,XboxOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.44,0.0,0.1,1.15
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,XboxOne,2013.0,Misc,Ubisoft,0.0,0.0,0.0,0.0,0.0
NBA 2K14,XboxOne,2013.0,Sports,2K Sports,0.72,0.12,0.0,0.09,0.94
Madden NFL 25,XboxOne,2013.0,Sports,EA Sports,0.69,0.06,0.0,0.09,0.83
Zoo Tycoon (2013),XboxOne,2013.0,Simulation,Microsoft Studios,0.25,0.18,0.0,0.04,0.48
